,latitude,longitude,altitude,secondsFromStart,value
0,38.5,140.5,0.001081081081081081,-231395.180274,-1.50445
1,38.5,141.0,0.001081081081081081,-231395.180274,-0.0244458
2,39.0,140.5,0.001081081081081081,-231395.180274,2.38555
3,39.0,141.0,0.001081081081081081,-231395.180274,-0.694446
4,38.5,140.5,0.0011111111111111111,-231395.180274,0.0824585
5,38.5,141.0,0.0011111111111111111,-231395.180274,1.06246
6,39.0,140.5,0.0011111111111111111,-231395.180274,1.00246
7,39.0,141.0,0.0011111111111111111,-231395.180274,-2.02754
8,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
9,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
10,39.0,140.5,0.001081081081081081,-220595.180274,1.4057
11,39.0,141.0,0.001081081081081081,-220595.180274,-1.5743
12,38.5,140.5,0.0011111111111111111,-220595.180274,0.16793
13,38.5,141.0,0.0011111111111111111,-220595.180274,-3.40207
14,39.0,140.5,0.0011111111111111111,-220595.180274,-0.18207
15,39.0,141.0,0.0011111111111111111,-220595.180274,-3.13207
