,latitude,longitude,altitude,secondsFromStart,value
0,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
1,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
2,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
3,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
4,38.0,140.5,0.0011111111111111111,-220595.180274,-0.0720703
5,38.0,141.0,0.0011111111111111111,-220595.180274,-1.94207
6,38.5,140.5,0.0011111111111111111,-220595.180274,0.16793
7,38.5,141.0,0.0011111111111111111,-220595.180274,-3.40207
8,38.0,140.5,0.001081081081081081,-209795.180274,0.410264
9,38.0,141.0,0.001081081081081081,-209795.180274,1.54026
10,38.5,140.5,0.001081081081081081,-209795.180274,3.03026
11,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
12,38.0,140.5,0.0011111111111111111,-209795.180274,1.04821
13,38.0,141.0,0.0011111111111111111,-209795.180274,0.478213
14,38.5,140.5,0.0011111111111111111,-209795.180274,2.89821
15,38.5,141.0,0.0011111111111111111,-209795.180274,-0.361787
