,latitude,longitude,altitude,secondsFromStart,value
0,38.5,140.0,0.001081081081081081,-231395.180274,-0.484446
1,38.5,140.5,0.001081081081081081,-231395.180274,-1.50445
2,39.0,140.0,0.001081081081081081,-231395.180274,1.06555
3,39.0,140.5,0.001081081081081081,-231395.180274,2.38555
4,38.5,140.0,0.0011111111111111111,-231395.180274,-0.367541
5,38.5,140.5,0.0011111111111111111,-231395.180274,0.0824585
6,39.0,140.0,0.0011111111111111111,-231395.180274,1.09246
7,39.0,140.5,0.0011111111111111111,-231395.180274,1.00246
8,38.5,140.0,0.001081081081081081,-220595.180274,0.605703
9,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
10,39.0,140.0,0.001081081081081081,-220595.180274,1.4657
11,39.0,140.5,0.001081081081081081,-220595.180274,1.4057
12,38.5,140.0,0.0011111111111111111,-220595.180274,-0.0620703
13,38.5,140.5,0.0011111111111111111,-220595.180274,0.16793
14,39.0,140.0,0.0011111111111111111,-220595.180274,0.31793000000000005
15,39.0,140.5,0.0011111111111111111,-220595.180274,-0.18207
