,latitude,longitude,altitude,secondsFromStart,value
0,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
1,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
2,39.0,141.0,0.001081081081081081,-220595.180274,-1.5743
3,39.0,141.5,0.001081081081081081,-220595.180274,-1.1143
4,38.5,141.0,0.0011111111111111111,-220595.180274,-3.40207
5,38.5,141.5,0.0011111111111111111,-220595.180274,-1.79207
6,39.0,141.0,0.0011111111111111111,-220595.180274,-3.13207
7,39.0,141.5,0.0011111111111111111,-220595.180274,-2.40207
8,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
9,38.5,141.5,0.001081081081081081,-209795.180274,0.960264
10,39.0,141.0,0.001081081081081081,-209795.180274,-0.8897360000000001
11,39.0,141.5,0.001081081081081081,-209795.180274,-2.09974
12,38.5,141.0,0.0011111111111111111,-209795.180274,-0.361787
13,38.5,141.5,0.0011111111111111111,-209795.180274,-0.661787
14,39.0,141.0,0.0011111111111111111,-209795.180274,-2.98179
15,39.0,141.5,0.0011111111111111111,-209795.180274,-3.78179
