,latitude,longitude,altitude,secondsFromStart,value
0,37.5,141.0,0.0010526315789473684,-231395.180274,-1.9013
1,37.5,141.5,0.0010526315789473684,-231395.180274,3.7087
2,38.0,141.0,0.0010526315789473684,-231395.180274,-1.2513
3,38.0,141.5,0.0010526315789473684,-231395.180274,-3.4813
4,37.5,141.0,0.001081081081081081,-231395.180274,-2.50445
5,37.5,141.5,0.001081081081081081,-231395.180274,-0.714446
6,38.0,141.0,0.001081081081081081,-231395.180274,-0.384446
7,38.0,141.5,0.001081081081081081,-231395.180274,-3.44445
8,37.5,141.0,0.0010526315789473684,-220595.180274,-5.26993
9,37.5,141.5,0.0010526315789473684,-220595.180274,1.31007
10,38.0,141.0,0.0010526315789473684,-220595.180274,0.410071
11,38.0,141.5,0.0010526315789473684,-220595.180274,-0.669929
12,37.5,141.0,0.001081081081081081,-220595.180274,-5.3843
13,37.5,141.5,0.001081081081081081,-220595.180274,-2.2043
14,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
15,38.0,141.5,0.001081081081081081,-220595.180274,-0.414297
