,latitude,longitude,altitude,secondsFromStart,value
0,38.5,140.5,0.0010526315789473684,-220595.180274,1.25007
1,38.5,141.0,0.0010526315789473684,-220595.180274,0.770071
2,39.0,140.5,0.0010526315789473684,-220595.180274,2.0500700000000003
3,39.0,141.0,0.0010526315789473684,-220595.180274,-1.02993
4,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
5,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
6,39.0,140.5,0.001081081081081081,-220595.180274,1.4057
7,39.0,141.0,0.001081081081081081,-220595.180274,-1.5743
8,38.5,140.5,0.0010526315789473684,-209795.180274,1.99731
9,38.5,141.0,0.0010526315789473684,-209795.180274,1.71731
10,39.0,140.5,0.0010526315789473684,-209795.180274,2.34731
11,39.0,141.0,0.0010526315789473684,-209795.180274,-0.312686
12,38.5,140.5,0.001081081081081081,-209795.180274,3.03026
13,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
14,39.0,140.5,0.001081081081081081,-209795.180274,2.11026
15,39.0,141.0,0.001081081081081081,-209795.180274,-0.8897360000000001
