,latitude,longitude,altitude,secondsFromStart,value
0,38.0,141.0,0.0010526315789473684,-220595.180274,0.410071
1,38.0,141.5,0.0010526315789473684,-220595.180274,-0.669929
2,38.5,141.0,0.0010526315789473684,-220595.180274,0.770071
3,38.5,141.5,0.0010526315789473684,-220595.180274,2.25007
4,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
5,38.0,141.5,0.001081081081081081,-220595.180274,-0.414297
6,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
7,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
8,38.0,141.0,0.0010526315789473684,-209795.180274,2.96731
9,38.0,141.5,0.0010526315789473684,-209795.180274,0.287314
10,38.5,141.0,0.0010526315789473684,-209795.180274,1.71731
11,38.5,141.5,0.0010526315789473684,-209795.180274,1.29731
12,38.0,141.0,0.001081081081081081,-209795.180274,1.54026
13,38.0,141.5,0.001081081081081081,-209795.180274,-0.779736
14,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
15,38.5,141.5,0.001081081081081081,-209795.180274,0.960264
