,latitude,longitude,altitude,secondsFromStart,value
0,38.5,140.0,0.001081081081081081,-220595.180274,0.605703
1,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
2,39.0,140.0,0.001081081081081081,-220595.180274,1.4657
3,39.0,140.5,0.001081081081081081,-220595.180274,1.4057
4,38.5,140.0,0.0011111111111111111,-220595.180274,-0.0620703
5,38.5,140.5,0.0011111111111111111,-220595.180274,0.16793
6,39.0,140.0,0.0011111111111111111,-220595.180274,0.31793000000000005
7,39.0,140.5,0.0011111111111111111,-220595.180274,-0.18207
8,38.5,140.0,0.001081081081081081,-209795.180274,1.12026
9,38.5,140.5,0.001081081081081081,-209795.180274,3.03026
10,39.0,140.0,0.001081081081081081,-209795.180274,4.23026
11,39.0,140.5,0.001081081081081081,-209795.180274,2.11026
12,38.5,140.0,0.0011111111111111111,-209795.180274,0.988213
13,38.5,140.5,0.0011111111111111111,-209795.180274,2.89821
14,39.0,140.0,0.0011111111111111111,-209795.180274,3.41821
15,39.0,140.5,0.0011111111111111111,-209795.180274,0.998213
