,latitude,longitude,altitude,secondsFromStart,value
0,38.0,140.0,0.001081081081081081,-231395.180274,1.63555
1,38.0,140.5,0.001081081081081081,-231395.180274,-2.52445
2,38.5,140.0,0.001081081081081081,-231395.180274,-0.484446
3,38.5,140.5,0.001081081081081081,-231395.180274,-1.50445
4,38.0,140.0,0.0011111111111111111,-231395.180274,2.32246
5,38.0,140.5,0.0011111111111111111,-231395.180274,-1.75754
6,38.5,140.0,0.0011111111111111111,-231395.180274,-0.367541
7,38.5,140.5,0.0011111111111111111,-231395.180274,0.0824585
8,38.0,140.0,0.001081081081081081,-220595.180274,1.4557
9,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
10,38.5,140.0,0.001081081081081081,-220595.180274,0.605703
11,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
12,38.0,140.0,0.0011111111111111111,-220595.180274,0.79793
13,38.0,140.5,0.0011111111111111111,-220595.180274,-0.0720703
14,38.5,140.0,0.0011111111111111111,-220595.180274,-0.0620703
15,38.5,140.5,0.0011111111111111111,-220595.180274,0.16793
