,latitude,longitude,altitude,secondsFromStart,value
0,38.0,140.5,0.0010526315789473684,-220595.180274,-0.999929
1,38.0,141.0,0.0010526315789473684,-220595.180274,0.410071
2,38.5,140.5,0.0010526315789473684,-220595.180274,1.25007
3,38.5,141.0,0.0010526315789473684,-220595.180274,0.770071
4,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
5,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
6,38.5,140.5,0.001081081081081081,-220595.180274,0.8657030000000001
7,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
8,38.0,140.5,0.0010526315789473684,-209795.180274,-0.802686
9,38.0,141.0,0.0010526315789473684,-209795.180274,2.96731
10,38.5,140.5,0.0010526315789473684,-209795.180274,1.99731
11,38.5,141.0,0.0010526315789473684,-209795.180274,1.71731
12,38.0,140.5,0.001081081081081081,-209795.180274,0.410264
13,38.0,141.0,0.001081081081081081,-209795.180274,1.54026
14,38.5,140.5,0.001081081081081081,-209795.180274,3.03026
15,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
