,latitude,longitude,altitude,secondsFromStart,value
0,37.5,140.0,0.0010526315789473684,-220595.180274,0.320071
1,37.5,140.5,0.0010526315789473684,-220595.180274,-1.54993
2,38.0,140.0,0.0010526315789473684,-220595.180274,1.54007
3,38.0,140.5,0.0010526315789473684,-220595.180274,-0.999929
4,37.5,140.0,0.001081081081081081,-220595.180274,-0.354297
5,37.5,140.5,0.001081081081081081,-220595.180274,-2.9943
6,38.0,140.0,0.001081081081081081,-220595.180274,1.4557
7,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
8,37.5,140.0,0.0010526315789473684,-209795.180274,0.487314
9,37.5,140.5,0.0010526315789473684,-209795.180274,6.15731
10,38.0,140.0,0.0010526315789473684,-209795.180274,2.04731
11,38.0,140.5,0.0010526315789473684,-209795.180274,-0.802686
12,37.5,140.0,0.001081081081081081,-209795.180274,0.120264
13,37.5,140.5,0.001081081081081081,-209795.180274,5.31026
14,38.0,140.0,0.001081081081081081,-209795.180274,2.38026
15,38.0,140.5,0.001081081081081081,-209795.180274,0.410264
