,latitude,longitude,altitude,secondsFromStart,value
0,38.5,141.0,0.0010526315789473684,-220595.180274,0.770071
1,38.5,141.5,0.0010526315789473684,-220595.180274,2.25007
2,39.0,141.0,0.0010526315789473684,-220595.180274,-1.02993
3,39.0,141.5,0.0010526315789473684,-220595.180274,-1.85993
4,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
5,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
6,39.0,141.0,0.001081081081081081,-220595.180274,-1.5743
7,39.0,141.5,0.001081081081081081,-220595.180274,-1.1143
8,38.5,141.0,0.0010526315789473684,-209795.180274,1.71731
9,38.5,141.5,0.0010526315789473684,-209795.180274,1.29731
10,39.0,141.0,0.0010526315789473684,-209795.180274,-0.312686
11,39.0,141.5,0.0010526315789473684,-209795.180274,-1.49269
12,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
13,38.5,141.5,0.001081081081081081,-209795.180274,0.960264
14,39.0,141.0,0.001081081081081081,-209795.180274,-0.8897360000000001
15,39.0,141.5,0.001081081081081081,-209795.180274,-2.09974
