,latitude,longitude,altitude,secondsFromStart,value
0,38.0,141.0,0.0010526315789473684,-231395.180274,-1.2513
1,38.0,141.5,0.0010526315789473684,-231395.180274,-3.4813
2,38.5,141.0,0.0010526315789473684,-231395.180274,-1.7913
3,38.5,141.5,0.0010526315789473684,-231395.180274,-4.8113
4,38.0,141.0,0.001081081081081081,-231395.180274,-0.384446
5,38.0,141.5,0.001081081081081081,-231395.180274,-3.44445
6,38.5,141.0,0.001081081081081081,-231395.180274,-0.0244458
7,38.5,141.5,0.001081081081081081,-231395.180274,-2.71445
8,38.0,141.0,0.0010526315789473684,-220595.180274,0.410071
9,38.0,141.5,0.0010526315789473684,-220595.180274,-0.669929
10,38.5,141.0,0.0010526315789473684,-220595.180274,0.770071
11,38.5,141.5,0.0010526315789473684,-220595.180274,2.25007
12,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
13,38.0,141.5,0.001081081081081081,-220595.180274,-0.414297
14,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
15,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
