,latitude,longitude,altitude,secondsFromStart,value
0,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
1,38.0,141.5,0.001081081081081081,-220595.180274,-0.414297
2,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
3,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
4,38.0,141.0,0.0011111111111111111,-220595.180274,-1.94207
5,38.0,141.5,0.0011111111111111111,-220595.180274,-1.05207
6,38.5,141.0,0.0011111111111111111,-220595.180274,-3.40207
7,38.5,141.5,0.0011111111111111111,-220595.180274,-1.79207
8,38.0,141.0,0.001081081081081081,-209795.180274,1.54026
9,38.0,141.5,0.001081081081081081,-209795.180274,-0.779736
10,38.5,141.0,0.001081081081081081,-209795.180274,0.990264
11,38.5,141.5,0.001081081081081081,-209795.180274,0.960264
12,38.0,141.0,0.0011111111111111111,-209795.180274,0.478213
13,38.0,141.5,0.0011111111111111111,-209795.180274,-1.7517900000000002
14,38.5,141.0,0.0011111111111111111,-209795.180274,-0.361787
15,38.5,141.5,0.0011111111111111111,-209795.180274,-0.661787
