,latitude,longitude,altitude,secondsFromStart,value
0,38.5,141.0,0.001081081081081081,-231395.180274,-0.0244458
1,38.5,141.5,0.001081081081081081,-231395.180274,-2.71445
2,39.0,141.0,0.001081081081081081,-231395.180274,-0.694446
3,39.0,141.5,0.001081081081081081,-231395.180274,-2.80445
4,38.5,141.0,0.0011111111111111111,-231395.180274,1.06246
5,38.5,141.5,0.0011111111111111111,-231395.180274,-0.377542
6,39.0,141.0,0.0011111111111111111,-231395.180274,-2.02754
7,39.0,141.5,0.0011111111111111111,-231395.180274,-3.10754
8,38.5,141.0,0.001081081081081081,-220595.180274,-0.784297
9,38.5,141.5,0.001081081081081081,-220595.180274,0.565703
10,39.0,141.0,0.001081081081081081,-220595.180274,-1.5743
11,39.0,141.5,0.001081081081081081,-220595.180274,-1.1143
12,38.5,141.0,0.0011111111111111111,-220595.180274,-3.40207
13,38.5,141.5,0.0011111111111111111,-220595.180274,-1.79207
14,39.0,141.0,0.0011111111111111111,-220595.180274,-3.13207
15,39.0,141.5,0.0011111111111111111,-220595.180274,-2.40207
