,latitude,longitude,altitude,secondsFromStart,value
0,37.5,140.5,0.001081081081081081,-220595.180274,-2.9943
1,37.5,141.0,0.001081081081081081,-220595.180274,-5.3843
2,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
3,38.0,141.0,0.001081081081081081,-220595.180274,-0.494297
4,37.5,140.5,0.0011111111111111111,-220595.180274,-3.37207
5,37.5,141.0,0.0011111111111111111,-220595.180274,-4.7320699999999984
6,38.0,140.5,0.0011111111111111111,-220595.180274,-0.0720703
7,38.0,141.0,0.0011111111111111111,-220595.180274,-1.94207
8,37.5,140.5,0.001081081081081081,-209795.180274,5.31026
9,37.5,141.0,0.001081081081081081,-209795.180274,1.95026
10,38.0,140.5,0.001081081081081081,-209795.180274,0.410264
11,38.0,141.0,0.001081081081081081,-209795.180274,1.54026
12,37.5,140.5,0.0011111111111111111,-209795.180274,2.89821
13,37.5,141.0,0.0011111111111111111,-209795.180274,0.00821289
14,38.0,140.5,0.0011111111111111111,-209795.180274,1.04821
15,38.0,141.0,0.0011111111111111111,-209795.180274,0.478213
