,latitude,longitude,altitude,secondsFromStart,value
0,37.5,140.0,0.001081081081081081,-231395.180274,-2.44445
1,37.5,140.5,0.001081081081081081,-231395.180274,-1.20445
2,38.0,140.0,0.001081081081081081,-231395.180274,1.63555
3,38.0,140.5,0.001081081081081081,-231395.180274,-2.52445
4,37.5,140.0,0.0011111111111111111,-231395.180274,-1.9275400000000005
5,37.5,140.5,0.0011111111111111111,-231395.180274,-1.78754
6,38.0,140.0,0.0011111111111111111,-231395.180274,2.32246
7,38.0,140.5,0.0011111111111111111,-231395.180274,-1.75754
8,37.5,140.0,0.001081081081081081,-220595.180274,-0.354297
9,37.5,140.5,0.001081081081081081,-220595.180274,-2.9943
10,38.0,140.0,0.001081081081081081,-220595.180274,1.4557
11,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
12,37.5,140.0,0.0011111111111111111,-220595.180274,-0.0520703
13,37.5,140.5,0.0011111111111111111,-220595.180274,-3.37207
14,38.0,140.0,0.0011111111111111111,-220595.180274,0.79793
15,38.0,140.5,0.0011111111111111111,-220595.180274,-0.0720703
