,latitude,longitude,altitude,secondsFromStart,value
0,37.5,140.0,0.0010526315789473684,-231395.180274,-1.6813
1,37.5,140.5,0.0010526315789473684,-231395.180274,-0.421304
2,38.0,140.0,0.0010526315789473684,-231395.180274,-0.411304
3,38.0,140.5,0.0010526315789473684,-231395.180274,-1.0813
4,37.5,140.0,0.001081081081081081,-231395.180274,-2.44445
5,37.5,140.5,0.001081081081081081,-231395.180274,-1.20445
6,38.0,140.0,0.001081081081081081,-231395.180274,1.63555
7,38.0,140.5,0.001081081081081081,-231395.180274,-2.52445
8,37.5,140.0,0.0010526315789473684,-220595.180274,0.320071
9,37.5,140.5,0.0010526315789473684,-220595.180274,-1.54993
10,38.0,140.0,0.0010526315789473684,-220595.180274,1.54007
11,38.0,140.5,0.0010526315789473684,-220595.180274,-0.999929
12,37.5,140.0,0.001081081081081081,-220595.180274,-0.354297
13,37.5,140.5,0.001081081081081081,-220595.180274,-2.9943
14,38.0,140.0,0.001081081081081081,-220595.180274,1.4557
15,38.0,140.5,0.001081081081081081,-220595.180274,-0.104297
